name,price,measurement,remark,item-type,item-id,item-type-number
Samsung Galaxy A54 Postpaid Phone',$0,1,"Samsung Galaxy A54 Postpaid Phone', , $0",flyer-item,808983885,1
"TCL 32"" Roku TV",$158,1,"TCL 32"" Roku TV, , $158 *",flyer-item,808983889,1
"Samsung 50"" Smart 4k UHD TV",$448,1,"Samsung 50"" Smart 4k UHD TV, , $448 *",flyer-item,808983893,1
Moto G 5G Postpaid Phone‡,$0,1,"Moto G 5G Postpaid Phone‡, , $0",flyer-item,808983897,1
Selected Books,$21.98,1,"Selected Books, , $21.98",flyer-item,808983724,1
Selected Books,$21.98,1,"Selected Books, , $21.98",flyer-item,808983731,1
TRESemme Core Shampoo or Conditioner,$5.97,1,"TRESemme Core Shampoo or Conditioner, Rollback, $5.97",flyer-item,808983753,1
TRESemmé Shampoo,$5.97,1,"TRESemmé Shampoo, Rollback, $5.97",flyer-item,808983761,1
Crest White Mouthwash 946 mL,$8.97,1,"Crest White Mouthwash 946 mL, Rollback, $8.97",flyer-item,808983798,1
Crest Complete White Toothpaste 3 x 120 mL,$1,1,"Crest Complete White Toothpaste 3 x 120 mL, Rollback $1, $8.97",flyer-item,808983806,1
Always Pads 20s - 48s or liners 68s - 120s,$16,1,"Always Pads 20s - 48s or liners 68s - 120s, Multi, 2 for $16 or $9.98 to 10.48 each",flyer-item,808983814,1
Always Pads 20s - 48s or liners 68s - 120s,$16,1,"Always Pads 20s - 48s or liners 68s - 120s, Multi, 2 for $16 or $9.98 to 10.48 each",flyer-item,808983814,1
Always Pads 20s-48s,$16,1,"Always Pads 20s-48s, Multi, 2 for $16 or 9.98 to 10.48 each",flyer-item,808983819,1
Always Pads 20s-48s,$16,1,"Always Pads 20s-48s, Multi, 2 for $16 or 9.98 to 10.48 each",flyer-item,808983819,1
Children's Tylenol or Motrin,$8.47,1,"Children's Tylenol or Motrin, Rollback, $8.47",flyer-item,808983826,1
Children's Tylenol Or Motrin,$8.47,1,"Children's Tylenol Or Motrin, Rollback, $8.47",flyer-item,808983833,1
Webber Naturals Vitamins or Supplements,$16.97,1,"Webber Naturals Vitamins or Supplements, , $16.97",flyer-item,808983841,1
Webber Naturals Vitamins or Supplements,$16.97,1,"Webber Naturals Vitamins or Supplements, Rollback, $16.97",flyer-item,808983845,1
Muscle Milk Protein Shakes,$18,1,"Muscle Milk Protein Shakes, Multi, 2 for $18 or $10.47 each",flyer-item,808983853,1
Muscle Milk Protein Shakes,$18,1,"Muscle Milk Protein Shakes, Multi, 2 for $18 or 10.47 each",flyer-item,808983860,1
Aveeno Lotion,$9.97,1,"Aveeno Lotion, Rollback, $9.97",flyer-item,806274214,1
Olay Active Hydrating Cream,$11.04,1,"Olay Active Hydrating Cream, Rollback, $11.04",flyer-item,806274242,1
Aveeno Lotion,$9.97,1,"Aveeno Lotion, Rollback, $9.97",flyer-item,806274265,1
Olay Active Hydrating Cream or All-Day Moisturizer,$11.04,1,"Olay Active Hydrating Cream or All-Day Moisturizer, Rollback, $11.04",flyer-item,806274291,1
Listerine Mouthwash,$6.37,1,"Listerine Mouthwash, Rollback, $6.37",flyer-item,806274312,1
Listerine Mouthwash,$6.37,1,"Listerine Mouthwash, Rollback, $6.37",flyer-item,806274335,1
Sensodyne Toothpaste 65 mL-75 mL,$6.77,1,"Sensodyne Toothpaste 65 mL-75 mL, Rollback, $6.77",flyer-item,806274362,1
Sensodyne Toothpaste 75 mL,$6.77,1,"Sensodyne Toothpaste 75 mL, Rollback, $6.77",flyer-item,806274394,1
Dove Shampoo,$7.96,1,"Dove Shampoo, Rollback, $7.96",flyer-item,806274432,1
Dove Men+Care Shampoo or Conditioner,$2.01,1,"Dove Men+Care Shampoo or Conditioner, Rollback $2.01, $7.96",flyer-item,806274466,1
Garnier Nutrisse Hair Colour,$8.97,1,"Garnier Nutrisse Hair Colour, Rollback $8.97, $8.97",flyer-item,806274516,1
Garnier Nutrisse Hair Colour,$8.97,1,"Garnier Nutrisse Hair Colour, Rollback, $8.97",flyer-item,806274543,1
Dr. Squatch Bar Soap,$8.98,1,"Dr. Squatch Bar Soap, , $8.98",flyer-item,806274568,1
Dr. Squatch Bar Soap,$8.98,1,"Dr. Squatch Bar Soap, , $8.98",flyer-item,806274592,1
Aveeno Body Wash,$9.97,1,"Aveeno Body Wash, Rollback, $9.97",flyer-item,806274619,1
Aveeno Body Wash,$9.97,1,"Aveeno Body Wash, Rollback, $9.97",flyer-item,806274643,1
Sally Hansen Insta-Dri Nail Polish,$6.97,1,"Sally Hansen Insta-Dri Nail Polish, Rollback, $6.97",flyer-item,806274669,1
Sally Hansen Insta-Dri Nail Polish,$6.97,1,"Sally Hansen Insta-Dri Nail Polish, Rollback, $6.97",flyer-item,806274692,1
U by Kotex 2X Premium Pads,$8.47,1,"U by Kotex 2X Premium Pads, Tampons or Liners, Rollback, $8.47",flyer-item,806274718,1
U by Kotex 2x Premium Pads,$8.47,1,"U by Kotex 2x Premium Pads, Tampons or Liners, Rollback, $8.47",flyer-item,806274741,1
Nivea Women or Men's Body Wash,$3.77,1,"Nivea Women or Men's Body Wash, Rollback, $3.77",flyer-item,806274758,1
Nivea Women or Men's Body Wash,$3.77,1,"Nivea Women or Men's Body Wash, Rollback, $3.77",flyer-item,806274772,1
Aveeno Calm + Restore Oat Gel,$8,1,"Aveeno Calm + Restore Oat Gel, Save $8, $22.97",flyer-item,806274790,1
Aveeno Lotion,$9.97,1,"Aveeno Lotion, Rollback, $9.97",flyer-item,806274214,1
Olay Active Hydrating Cream,$11.04,1,"Olay Active Hydrating Cream, Rollback, $11.04",flyer-item,806274242,1
Aveeno Lotion,$9.97,1,"Aveeno Lotion, Rollback, $9.97",flyer-item,806274265,1
Olay Active Hydrating Cream or All-Day Moisturizer,$11.04,1,"Olay Active Hydrating Cream or All-Day Moisturizer, Rollback, $11.04",flyer-item,806274291,1
Listerine Mouthwash,$6.37,1,"Listerine Mouthwash, Rollback, $6.37",flyer-item,806274312,1
Listerine Mouthwash,$6.37,1,"Listerine Mouthwash, Rollback, $6.37",flyer-item,806274335,1
Sensodyne Toothpaste 65 mL-75 mL,$6.77,1,"Sensodyne Toothpaste 65 mL-75 mL, Rollback, $6.77",flyer-item,806274362,1
Sensodyne Toothpaste 75 mL,$6.77,1,"Sensodyne Toothpaste 75 mL, Rollback, $6.77",flyer-item,806274394,1
Dove Shampoo,$7.96,1,"Dove Shampoo, Rollback, $7.96",flyer-item,806274432,1
Dove Men+Care Shampoo or Conditioner,$2.01,1,"Dove Men+Care Shampoo or Conditioner, Rollback $2.01, $7.96",flyer-item,806274466,1
Garnier Nutrisse Hair Colour,$8.97,1,"Garnier Nutrisse Hair Colour, Rollback $8.97, $8.97",flyer-item,806274516,1
Garnier Nutrisse Hair Colour,$8.97,1,"Garnier Nutrisse Hair Colour, Rollback, $8.97",flyer-item,806274543,1
Dr. Squatch Bar Soap,$8.98,1,"Dr. Squatch Bar Soap, , $8.98",flyer-item,806274568,1
Dr. Squatch Bar Soap,$8.98,1,"Dr. Squatch Bar Soap, , $8.98",flyer-item,806274592,1
Aveeno Body Wash,$9.97,1,"Aveeno Body Wash, Rollback, $9.97",flyer-item,806274619,1
Aveeno Body Wash,$9.97,1,"Aveeno Body Wash, Rollback, $9.97",flyer-item,806274643,1
Sally Hansen Insta-Dri Nail Polish,$6.97,1,"Sally Hansen Insta-Dri Nail Polish, Rollback, $6.97",flyer-item,806274669,1
Sally Hansen Insta-Dri Nail Polish,$6.97,1,"Sally Hansen Insta-Dri Nail Polish, Rollback, $6.97",flyer-item,806274692,1
U by Kotex 2X Premium Pads,$8.47,1,"U by Kotex 2X Premium Pads, Tampons or Liners, Rollback, $8.47",flyer-item,806274718,1
U by Kotex 2x Premium Pads,$8.47,1,"U by Kotex 2x Premium Pads, Tampons or Liners, Rollback, $8.47",flyer-item,806274741,1
Nivea Women or Men's Body Wash,$3.77,1,"Nivea Women or Men's Body Wash, Rollback, $3.77",flyer-item,806274758,1
Nivea Women or Men's Body Wash,$3.77,1,"Nivea Women or Men's Body Wash, Rollback, $3.77",flyer-item,806274772,1
Jamieson Vitamin D3 180s,$6.47,1,"Jamieson Vitamin D3 180s, Rollback, $6.47",flyer-item,806274185,1
Jamieson Vitamins D3 180s or Vitamins C 120s,$6.47,1,"Jamieson Vitamins D3 180s or Vitamins C 120s, Rollback, $6.47",flyer-item,806274212,1
Jamieson Melatonin 60s,$11.17,1,"Jamieson Melatonin 60s, Rollback, $11.17",flyer-item,806274237,1
Jamieson B12 80s,$11.17,1,"Jamieson B12 80s, Rollback, $11.17",flyer-item,806274268,1
Atkins Proteins Bars,$9.67,1,"Atkins Proteins Bars, Rollback, $9.67",flyer-item,806274298,1
Atkins Protein Bars,$9.67,1,"Atkins Protein Bars, Rollback, $9.67",flyer-item,806274322,1
Ensure,$12.97,1,"Ensure, , $12.97",flyer-item,806274348,1
Ensure,$12.97,1,"Ensure, , $12.97",flyer-item,806274389,1
SlimFast Ready To Drink Shakes,$19.77,1,"SlimFast Ready To Drink Shakes, Rollback, $19.77",flyer-item,806274421,1
Slimfast Ready to Drink Shakes,$19.77,1,"Slimfast Ready to Drink Shakes, Rollback, $19.77",flyer-item,806274455,1
SlimFast Ready To Drink Shakes,$19.77,1,"SlimFast Ready To Drink Shakes, Rollback, $19.77",flyer-item,806274482,1
Alcon Vitalux Advanced Multivitamin 50s,$20.47,1,"Alcon Vitalux Advanced Multivitamin 50s, Rollback, $20.47",flyer-item,806274512,1
Alcon Vitalux Advanced Omega-3 75s,$20.47,1,"Alcon Vitalux Advanced Omega-3 75s, Rollback, $20.47",flyer-item,806274540,1
Align Probiotic Supplements,$29.97,1,"Align Probiotic Supplements, Rollback, $29.97",flyer-item,806274566,1
Align Probiotic Supplement,$29.97,1,"Align Probiotic Supplement, Rollback, $29.97",flyer-item,806274591,1
Buckley's Lozenges,$4.27,1,"Buckley's Lozenges, Rollback, $4.27",flyer-item,806274618,1
Infants' Tylenol,$8.47,1,"Infants' Tylenol, Rollback, $8.47",flyer-item,806274639,1
Infants' Tylenol,$8.47,1,"Infants' Tylenol, Rollback, $8.47",flyer-item,806274664,1
Eucerin Complete Repair Foot Cream,$10.77,1,"Eucerin Complete Repair Foot Cream, Rollback, $10.77",flyer-item,806274690,1
Eucerin Eczema Flare-Up Treatment 57 g,$17.97,1,"Eucerin Eczema Flare-Up Treatment 57 g, Rollback, $17.97",flyer-item,806274709,1
Eucerin Eczema Relief Body Cream 226 g or Flare-Up Treatment 57 g,$17.97,1,"Eucerin Eczema Relief Body Cream 226 g or Flare-Up Treatment 57 g, Rollback, $17.97",flyer-item,806274732,1
Tensor Elastics Knee or Ankle Support,$11.72,1,"Tensor Elastics Knee or Ankle Support, Rollback, $11.72",flyer-item,806274752,1
Poise Incontinence Pads,$19.97,1,"Poise Incontinence Pads, , $19.97",flyer-item,806274763,1
Poise Incontinence Pads,$19.97,1,"Poise Incontinence Pads, , $19.97",flyer-item,806274781,1
Adult Glasses,$170,1,"Adult Glasses, , 2 for $170 or $119 each",flyer-item,806274798,1
Adult Glasses,$170,1,"Adult Glasses, Multi, 2 for $170 or $119 each",flyer-item,806274814,1
Jamieson Vitamin D3 180s,$6.47,1,"Jamieson Vitamin D3 180s, Rollback, $6.47",flyer-item,806274185,1
Jamieson Vitamins D3 180s or Vitamins C 120s,$6.47,1,"Jamieson Vitamins D3 180s or Vitamins C 120s, Rollback, $6.47",flyer-item,806274212,1
Jamieson Melatonin 60s,$11.17,1,"Jamieson Melatonin 60s, Rollback, $11.17",flyer-item,806274237,1
Jamieson B12 80s,$11.17,1,"Jamieson B12 80s, Rollback, $11.17",flyer-item,806274268,1
Atkins Proteins Bars,$9.67,1,"Atkins Proteins Bars, Rollback, $9.67",flyer-item,806274298,1
Atkins Protein Bars,$9.67,1,"Atkins Protein Bars, Rollback, $9.67",flyer-item,806274322,1
Ensure,$12.97,1,"Ensure, , $12.97",flyer-item,806274348,1
Ensure,$12.97,1,"Ensure, , $12.97",flyer-item,806274389,1
SlimFast Ready To Drink Shakes,$19.77,1,"SlimFast Ready To Drink Shakes, Rollback, $19.77",flyer-item,806274421,1
Slimfast Ready to Drink Shakes,$19.77,1,"Slimfast Ready to Drink Shakes, Rollback, $19.77",flyer-item,806274455,1
SlimFast Ready To Drink Shakes,$19.77,1,"SlimFast Ready To Drink Shakes, Rollback, $19.77",flyer-item,806274482,1
Alcon Vitalux Advanced Multivitamin 50s,$20.47,1,"Alcon Vitalux Advanced Multivitamin 50s, Rollback, $20.47",flyer-item,806274512,1
Alcon Vitalux Advanced Omega-3 75s,$20.47,1,"Alcon Vitalux Advanced Omega-3 75s, Rollback, $20.47",flyer-item,806274540,1
Align Probiotic Supplements,$29.97,1,"Align Probiotic Supplements, Rollback, $29.97",flyer-item,806274566,1
Align Probiotic Supplement,$29.97,1,"Align Probiotic Supplement, Rollback, $29.97",flyer-item,806274591,1
Infants' Tylenol,$8.47,1,"Infants' Tylenol, Rollback, $8.47",flyer-item,806274639,1
Infants' Tylenol,$8.47,1,"Infants' Tylenol, Rollback, $8.47",flyer-item,806274664,1
Eucerin Eczema Flare-Up Treatment 57 g,$17.97,1,"Eucerin Eczema Flare-Up Treatment 57 g, Rollback, $17.97",flyer-item,806274709,1
Eucerin Eczema Relief Body Cream 226 g or Flare-Up Treatment 57 g,$17.97,1,"Eucerin Eczema Relief Body Cream 226 g or Flare-Up Treatment 57 g, Rollback, $17.97",flyer-item,806274732,1
Poise Incontinence Pads,$19.97,1,"Poise Incontinence Pads, , $19.97",flyer-item,806274763,1
Poise Incontinence Pads,$19.97,1,"Poise Incontinence Pads, , $19.97",flyer-item,806274781,1
Adult Glasses,$170,1,"Adult Glasses, , 2 for $170 or $119 each",flyer-item,806274798,1
Adult Glasses,$170,1,"Adult Glasses, , 2 for $170 or $119 each",flyer-item,806274798,1
Adult Glasses,$170,1,"Adult Glasses, Multi, 2 for $170 or $119 each",flyer-item,806274814,1
Adult Glasses,$170,1,"Adult Glasses, Multi, 2 for $170 or $119 each",flyer-item,806274814,1
Lock & Lock Food Storage Containers,$5.97,1,"Lock & Lock Food Storage Containers, Rollback, $5.97",flyer-item,806274836,1
Mainstays 92 Piece Food Storage Containers,$14.97,1,"Mainstays 92 Piece Food Storage Containers, , $14.97",flyer-item,806274853,1
Sterilite 55 L Clear Tote,$9.97,1,"Sterilite 55 L Clear Tote, Rollback, $9.97",flyer-item,806274869,1
Sterilite 55 L Clear Tote,$9.97,1,"Sterilite 55 L Clear Tote, Rollback, $9.97",flyer-item,806274894,1
Sterilite 68 L Tote,$9.97,1,"Sterilite 68 L Tote, Rollback, $9.97",flyer-item,806274916,1
Sterilite 68 L Tote,$9.97,1,"Sterilite 68 L Tote, Rollback, $9.97",flyer-item,806274931,1
Sterlite 10x5.7L,$14.97,1,"Sterlite 10x5.7L,4x11.4L or 2x26L Storage Boxes, Rollback, $14.97",flyer-item,806274946,1
Sterlite 10 x 5.7 L,$14.97,1,"Sterlite 10 x 5.7 L, 4 x 11.4L or 2 x 26 L Storage Boxes, Rollback, $14.97",flyer-item,806274961,1
Sterilite 44 L Hip-Hold Laundry Basket,$9.97,1,"Sterilite 44 L Hip-Hold Laundry Basket, Rollback, $9.97",flyer-item,806274974,1
Sterilite 44 L Hip-Hold Laundry Basket,$9.97,1,"Sterilite 44 L Hip-Hold Laundry Basket, Rollback, $9.97",flyer-item,806274988,1
Sterilite 68 L Tuffl Tote,$14.97,1,"Sterilite 68 L Tuffl Tote, Rollback, $14.97",flyer-item,806275002,1
Sterilite 68 L Tuff1 Tote,$14.97,1,"Sterilite 68 L Tuff1 Tote, Rollback, $14.97",flyer-item,806275017,1
Sterilite 3-Drawer Medium Cart,$24.97,1,"Sterilite 3-Drawer Medium Cart, Rollback, $24.97",flyer-item,806275030,1
Sterlite 3-Drawer Medium Cart,$24.97,1,"Sterlite 3-Drawer Medium Cart, Rollback, $24.97",flyer-item,806275037,1
Neatfreak Clothes Hangers,$8.47,1,"Neatfreak Clothes Hangers, 30 Pack, Rollback, $8.47",flyer-item,806275044,1
neatfreak! Clothes Hangers 30-Pack,$8.47,1,"neatfreak! Clothes Hangers 30-Pack, Rollback, $8.47",flyer-item,806275051,1
neatfreak! Clothes Hangers 30-Pack,$8.47,1,"neatfreak! Clothes Hangers 30-Pack, Rollback, $8.47",flyer-item,806275058,1
Mainstays 3-Tier Wood Shoe Rack,$11.97,1,"Mainstays 3-Tier Wood Shoe Rack, Rollback, $11.97",flyer-item,806275072,1
Mistral 19 L Classic Step Can,$13.57,1,"Mistral 19 L Classic Step Can, Rollback, $13.57",flyer-item,806275079,1
Mistral 19 L Classic Step Can,$3,1,"Mistral 19 L Classic Step Can, Rollback $3, $13.57",flyer-item,806275086,1
Serta Pillows,$12.97,1,"Serta Pillows, Rollback, $12.97",flyer-item,806275093,1
Serta Pillows,$12.97,1,"Serta Pillows, Rollback, $12.97",flyer-item,806275100,1
Serta Pillows,$12.97,1,"Serta Pillows, Rollback, $12.97",flyer-item,806275107,1
Serta Pillows,$12.97,1,"Serta Pillows, Rollback, $12.97",flyer-item,806275114,1
Serta Cool,$54.97,1,"Serta Cool, Fresh & Clean Mattress Pad, Rollback, $54.97",flyer-item,806275121,1
Serta Coolmax Sheet Set,$79.97,1,"Serta Coolmax Sheet Set, , $79.97",flyer-item,806275128,1
Serta Coolmax Sheet Set,$79.97,1,"Serta Coolmax Sheet Set, , $79.97",flyer-item,806275135,1
Serta Coolmax Sheet Set,$79.97,1,"Serta Coolmax Sheet Set, , $79.97",flyer-item,806275142,1
Serta Coolmax Sheet Set,$79.97,1,"Serta Coolmax Sheet Set, , $79.97",flyer-item,806275149,1
Serta So Fluffy Antimicrobial Duvet,$79.97,1,"Serta So Fluffy Antimicrobial Duvet, Rollback, $79.97",flyer-item,806275156,1
GoZone Loop Resistance Bands,$9.98,1,"GoZone Loop Resistance Bands, , $9.98",flyer-item,806275163,1
GoZone Loop Resistance Bands,$9.98,1,"GoZone Loop Resistance Bands, , $9.98",flyer-item,806275170,1
GoZone Loop Resistance Bands,$9.98,1,"GoZone Loop Resistance Bands, , $9.98",flyer-item,806275177,1
GoZone Fitness Tiles 6-Pack,$26.97,1,"GoZone Fitness Tiles 6-Pack, , $26.97",flyer-item,806275184,1
"5-Ties 150-lb. Capacity 36"" W x 18"" D x 72.25"" H Plastic Shelving Unit",$39.88,1,"5-Ties 150-lb. Capacity 36"" W x 18"" D x 72.25"" H Plastic Shelving Unit, , $39.88",flyer-item,806275191,1
Mobil 1 Full Synthetic or High Mileage Engine Oil,$36.97,1,"Mobil 1 Full Synthetic or High Mileage Engine Oil, Rollback, $36.97",flyer-item,806275198,1
Mobil 1 Full Synthetic or High Mileage Engine Oil,$36.97,1,"Mobil 1 Full Synthetic or High Mileage Engine Oil, Rollback, $36.97",flyer-item,806275205,1
Castrol GTX Motor Oil,$32.97,1,"Castrol GTX Motor Oil, Rollback, $32.97",flyer-item,806275217,1
Sterilite 55 L Clear Tote,$9.97,1,"Sterilite 55 L Clear Tote, Rollback, $9.97",flyer-item,806274869,1
Sterilite 55 L Clear Tote,$9.97,1,"Sterilite 55 L Clear Tote, Rollback, $9.97",flyer-item,806274894,1
Sterilite 68 L Tote,$9.97,1,"Sterilite 68 L Tote, Rollback, $9.97",flyer-item,806274916,1
Sterilite 68 L Tote,$9.97,1,"Sterilite 68 L Tote, Rollback, $9.97",flyer-item,806274931,1
Sterlite 10x5.7L,$14.97,1,"Sterlite 10x5.7L,4x11.4L or 2x26L Storage Boxes, Rollback, $14.97",flyer-item,806274946,1
Sterlite 10 x 5.7 L,$14.97,1,"Sterlite 10 x 5.7 L, 4 x 11.4L or 2 x 26 L Storage Boxes, Rollback, $14.97",flyer-item,806274961,1
Sterilite 44 L Hip-Hold Laundry Basket,$9.97,1,"Sterilite 44 L Hip-Hold Laundry Basket, Rollback, $9.97",flyer-item,806274974,1
Sterilite 44 L Hip-Hold Laundry Basket,$9.97,1,"Sterilite 44 L Hip-Hold Laundry Basket, Rollback, $9.97",flyer-item,806274988,1
Sterilite 68 L Tuffl Tote,$14.97,1,"Sterilite 68 L Tuffl Tote, Rollback, $14.97",flyer-item,806275002,1
Sterilite 68 L Tuff1 Tote,$14.97,1,"Sterilite 68 L Tuff1 Tote, Rollback, $14.97",flyer-item,806275017,1
Sterilite 3-Drawer Medium Cart,$24.97,1,"Sterilite 3-Drawer Medium Cart, Rollback, $24.97",flyer-item,806275030,1
Sterlite 3-Drawer Medium Cart,$24.97,1,"Sterlite 3-Drawer Medium Cart, Rollback, $24.97",flyer-item,806275037,1
Neatfreak Clothes Hangers,$8.47,1,"Neatfreak Clothes Hangers, 30 Pack, Rollback, $8.47",flyer-item,806275044,1
neatfreak! Clothes Hangers 30-Pack,$8.47,1,"neatfreak! Clothes Hangers 30-Pack, Rollback, $8.47",flyer-item,806275051,1
neatfreak! Clothes Hangers 30-Pack,$8.47,1,"neatfreak! Clothes Hangers 30-Pack, Rollback, $8.47",flyer-item,806275058,1
Mistral 19 L Classic Step Can,$13.57,1,"Mistral 19 L Classic Step Can, Rollback, $13.57",flyer-item,806275079,1
Mistral 19 L Classic Step Can,$3,1,"Mistral 19 L Classic Step Can, Rollback $3, $13.57",flyer-item,806275086,1
Serta Pillows,$12.97,1,"Serta Pillows, Rollback, $12.97",flyer-item,806275093,1
Serta Pillows,$12.97,1,"Serta Pillows, Rollback, $12.97",flyer-item,806275100,1
Serta Pillows,$12.97,1,"Serta Pillows, Rollback, $12.97",flyer-item,806275107,1
Serta Pillows,$12.97,1,"Serta Pillows, Rollback, $12.97",flyer-item,806275114,1
Serta Coolmax Sheet Set,$79.97,1,"Serta Coolmax Sheet Set, , $79.97",flyer-item,806275128,1
Serta Coolmax Sheet Set,$79.97,1,"Serta Coolmax Sheet Set, , $79.97",flyer-item,806275135,1
Serta Coolmax Sheet Set,$79.97,1,"Serta Coolmax Sheet Set, , $79.97",flyer-item,806275142,1
Serta Coolmax Sheet Set,$79.97,1,"Serta Coolmax Sheet Set, , $79.97",flyer-item,806275149,1
GoZone Loop Resistance Bands,$9.98,1,"GoZone Loop Resistance Bands, , $9.98",flyer-item,806275163,1
GoZone Loop Resistance Bands,$9.98,1,"GoZone Loop Resistance Bands, , $9.98",flyer-item,806275170,1
GoZone Loop Resistance Bands,$9.98,1,"GoZone Loop Resistance Bands, , $9.98",flyer-item,806275177,1
Mobil 1 Full Synthetic or High Mileage Engine Oil,$36.97,1,"Mobil 1 Full Synthetic or High Mileage Engine Oil, Rollback, $36.97",flyer-item,806275198,1
Mobil 1 Full Synthetic or High Mileage Engine Oil,$36.97,1,"Mobil 1 Full Synthetic or High Mileage Engine Oil, Rollback, $36.97",flyer-item,806275205,1
Save $60,$60,1,"Save $60, ,",flyer-item,807811840,5
Boursin Cuisine Shallot & Chive Cheese,$6.47,1,"Boursin Cuisine Shallot & Chive Cheese, , $6.47",flyer-item,806274021,1
Boursin Cuisine Garlic & Fine Herbs Cheese,$6.47,1,"Boursin Cuisine Garlic & Fine Herbs Cheese, , $6.47",flyer-item,806274043,1
Boursin Cuisine Shallot & Chive Cheese,$6.47,1,"Boursin Cuisine Shallot & Chive Cheese, , $6.47",flyer-item,806274021,1
Boursin Cuisine Garlic & Fine Herbs Cheese,$6.47,1,"Boursin Cuisine Garlic & Fine Herbs Cheese, , $6.47",flyer-item,806274043,1
